feature_name,importance
past_inview_count_min-past_inview_count,7455.636670589447
rounded_20m_inview_count_mean-rounded_20m_inview_count,7452.178980350494
time_gap_to_next_inview_impression_time_kurtosis,7362.885735273361
rounded_15m_inview_count_mean-rounded_15m_inview_count,7338.662788391113
rounded_3m_inview_count,7237.142441272736
rounded_1m_inview_count,7178.678733587265
click_cossim_item2vec_mean_1,7088.281755924225
rounded_30m_inview_count_max,7065.7384514808655
time_gap_from_prev_inview_impression_time_max/time_gap_from_prev_inview_impression_time,7056.265872955322
time_gap_from_prev_inview_impression_time_max-time_gap_from_prev_inview_impression_time,7047.941059350967
rounded_10m_inview_count_mean-rounded_10m_inview_count,6833.393253803253
time_gap_to_next_inview_impression_time_mean-time_gap_to_next_inview_impression_time,6791.48087310791
rounded_5m_inview_count_mean/rounded_5m_inview_count,6738.641577720642
time_gap_to_next_inview_impression_time_median/time_gap_to_next_inview_impression_time,6716.461077213287
rounded_6h_inview_count_max/rounded_6h_inview_count,6625.167883396149
past_inview_count_std,6607.676558732986
rounded_1h_inview_count_mean,6593.313653707504
rounded_20m_inview_count_max/rounded_20m_inview_count,6454.887381076813
time_gap_from_prev_inview_impression_time_std,6363.535184621811
past_inview_count_mean,6259.884174346924
time_gap_from_prev_inview_impression_time_kurtosis,6119.524070978165
time_gap_to_next_inview_impression_time_max/time_gap_to_next_inview_impression_time,6034.222323417664
rounded_30m_inview_count_median,5906.511181354523
rounded_10m_inview_count_std,5843.938179254532
time_gap_from_prev_inview_impression_time_mean-time_gap_from_prev_inview_impression_time,5834.382488250732
rounded_3m_inview_count_mean-rounded_3m_inview_count,5818.801185131073
click_cossim_item2vec_mean_3,5808.5517246723175
rounded_5m_inview_count_mean-rounded_5m_inview_count,5780.818409919739
click_cossim_item2vec_scroll_mean_3,5747.057613134384
rounded_30m_inview_count_min,5727.168398857117
rounded_3m_inview_count_std,5600.624926805496
inview_count,5291.516763687134
rounded_1m_inview_count_std,5271.613724946976
rounded_15m_inview_count_max,5228.483382701874
rounded_20m_inview_count_max,5176.654906988144
rounded_5m_inview_count_std,5021.225000619888
rounded_1m_inview_count_median,4980.20809841156
rounded_20m_inview_count_median,4756.170468330383
rounded_2m_inview_count_std,4720.616326808929
click_cossim_item2vec_read_time_mean_0,4647.9836547374725
rounded_15m_inview_count_mean,4585.460427761078
inview_count_max/inview_count,4581.579875946045
rounded_15m_inview_count_median,4577.9265966415405
rounded_10m_inview_count_max,4544.298707008362
rounded_1m_inview_count_max,4484.010788202286
rounded_20m_inview_count_min,4417.964631795883
time_gap_from_prev_inview_impression_time_mean/time_gap_from_prev_inview_impression_time,4377.011871337891
rounded_3m_inview_count_min,4359.866497755051
rounded_1m_inview_count_min,4277.7442264556885
rounded_15m_inview_count_min,4067.063760995865
rounded_10m_inview_count_min,4016.843168735504
rounded_5m_inview_count_min,3994.22248506546
rounded_20m_inview_count_mean,3886.7836089134216
rounded_5m_inview_count_max,3742.8972816467285
rounded_2m_inview_count_min,3728.4422516822815
rounded_2m_inview_count_max,3725.412434577942
rounded_3m_inview_count_median,3425.6189336776733
rounded_10m_inview_count_mean,3423.819004058838
time_gap_to_next_inview_impression_time_median-time_gap_to_next_inview_impression_time,3419.931628227234
time_gap_from_prev_inview_impression_time_median-time_gap_from_prev_inview_impression_time,3383.212382078171
rounded_10m_inview_count_median,3371.312999725342
rounded_3m_inview_count_max,3343.475874185562
click_cossim_item2vec_read_time_mean_3,3334.0260248184204
time_gap_from_prev_inview_impression_time_min-time_gap_from_prev_inview_impression_time,3226.5722811222076
cooccur_count_mean_norm,3220.3030104637146
inview_count_min-inview_count,3200.0964884757996
time_gap_to_next_inview_impression_time_min-time_gap_to_next_inview_impression_time,3109.588860988617
past_inview_count_max/past_inview_count,3104.117980003357
past_inview_count_median-past_inview_count,3096.849982023239
rounded_2m_inview_count_median,3088.072066783905
rounded_5m_inview_count_mean,2959.7055411338806
rounded_1m_inview_count_mean,2810.353892803192
rounded_5m_inview_count_median,2802.9454810619354
time_gap_from_prev_inview_impression_time_min/time_gap_from_prev_inview_impression_time,2718.712992668152
rounded_3m_inview_count_mean,2655.521819591522
click_cossim_item2vec_read_time_mean_2,2502.456165075302
inview_count_median,2470.878059387207
rounded_2m_inview_count_mean,2331.3131761550903
inview_count_max,2122.4246611595154
inview_count_max-inview_count,1790.9845795631409
is_subscriber,1456.1533045768738
age,1189.5202264785767
past_inview_count_median,1074.2450523376465
past_inview_count_max-past_inview_count,993.2448070049286
inview_count_min,942.2034020423889
past_inview_count_max,939.7878885269165
postcode,806.3849387168884
min_count_article_ids_inview,704.696081161499
gender,702.82244181633
is_sso_user,577.9167370796204
article_read_count,433.4060001373291
past_inview_count_min,145.70182132720947
